"","REGION","EGEOLOC","q3_age","SUD_Type","StUD_Year","n","freq"
"387",3,42,"Adolescent","Cocaine",2012,6,0.0757002271006813
"388",3,42,"Adolescent","Cocaine",2013,5,0.0630835225839011
"389",3,42,"Adolescent","Cocaine",2014,5,0.0630835225839011
"390",3,42,"Adolescent","Cocaine",2015,3,0.0378501135503407
"391",3,43,"Adolescent","All",2010,3,0.0378501135503407
"392",3,43,"Adolescent","All",2011,1,0.0126167045167802
"393",3,43,"Adolescent","All",2012,6,0.0757002271006813
"394",3,43,"Adolescent","All",2013,1,0.0126167045167802
"395",3,43,"Adolescent","All",2014,4,0.0504668180671209
"396",3,43,"Adolescent","All",2015,2,0.0252334090335604
"397",3,43,"Adolescent","Cocaine",2010,1,0.0126167045167802
"398",3,43,"Adolescent","Cocaine",2011,1,0.0126167045167802
"399",3,43,"Adolescent","Cocaine",2013,1,0.0126167045167802
"400",3,43,"Adolescent","Cocaine",2014,1,0.0126167045167802
"401",3,43,"Adolescent","Cocaine",2015,1,0.0126167045167802
"402",3,44,"Adolescent","All",2009,1,0.0126167045167802
"403",3,44,"Adolescent","All",2010,6,0.0757002271006813
"404",3,44,"Adolescent","All",2011,9,0.113550340651022
"405",3,44,"Adolescent","All",2012,10,0.126167045167802
"406",3,44,"Adolescent","All",2013,8,0.100933636134242
"407",3,44,"Adolescent","All",2014,10,0.126167045167802
"408",3,44,"Adolescent","All",2015,10,0.126167045167802
"409",3,44,"Adolescent","Cocaine",2009,2,0.0252334090335604
"410",3,44,"Adolescent","Cocaine",2010,9,0.113550340651022
"411",3,44,"Adolescent","Cocaine",2011,3,0.0378501135503407
"412",3,44,"Adolescent","Cocaine",2012,4,0.0504668180671209
"413",3,44,"Adolescent","Cocaine",2014,6,0.0757002271006813
"414",3,44,"Adolescent","Cocaine",2015,8,0.100933636134242
"415",3,46,"Adolescent","All",2009,2,0.0252334090335604
"416",3,46,"Adolescent","All",2010,3,0.0378501135503407
"417",3,46,"Adolescent","All",2011,2,0.0252334090335604
"418",3,46,"Adolescent","All",2012,3,0.0378501135503407
"419",3,46,"Adolescent","All",2013,7,0.0883169316174615
"420",3,46,"Adolescent","All",2014,5,0.0630835225839011
"421",3,46,"Adolescent","All",2015,1,0.0126167045167802
"422",3,46,"Adolescent","Cocaine",2011,2,0.0252334090335604
"423",3,46,"Adolescent","Cocaine",2012,2,0.0252334090335604
"424",3,46,"Adolescent","Cocaine",2013,2,0.0252334090335604
"425",3,46,"Adolescent","Cocaine",2015,1,0.0126167045167802
"426",3,47,"Adolescent","All",2009,1,0.0126167045167802
"427",3,47,"Adolescent","All",2010,3,0.0378501135503407
"428",3,47,"Adolescent","All",2011,11,0.138783749684582
"429",3,47,"Adolescent","All",2012,9,0.113550340651022
"430",3,47,"Adolescent","All",2013,9,0.113550340651022
"431",3,47,"Adolescent","All",2014,11,0.138783749684582
"432",3,47,"Adolescent","All",2015,11,0.138783749684582
"433",3,47,"Adolescent","Cocaine",2009,4,0.0504668180671209
"434",3,47,"Adolescent","Cocaine",2010,1,0.0126167045167802
"435",3,47,"Adolescent","Cocaine",2011,4,0.0504668180671209
"436",3,47,"Adolescent","Cocaine",2012,7,0.0883169316174615
"437",3,47,"Adolescent","Cocaine",2013,6,0.0757002271006813
"438",3,47,"Adolescent","Cocaine",2014,8,0.100933636134242
"439",3,47,"Adolescent","Cocaine",2015,6,0.0757002271006813
"440",3,48,"Adolescent","All",2009,7,0.0883169316174615
"441",3,48,"Adolescent","All",2010,11,0.138783749684582
"442",3,48,"Adolescent","All",2011,21,0.264950794852385
"443",3,48,"Adolescent","All",2012,16,0.201867272268483
"444",3,48,"Adolescent","All",2013,1,0.0126167045167802
"445",3,48,"Adolescent","All",2014,8,0.100933636134242
"446",3,48,"Adolescent","All",2015,13,0.164017158718143
"447",3,48,"Adolescent","Cocaine",2009,3,0.0378501135503407
"448",3,48,"Adolescent","Cocaine",2010,4,0.0504668180671209
"449",3,48,"Adolescent","Cocaine",2011,4,0.0504668180671209
"450",3,48,"Adolescent","Cocaine",2012,5,0.0630835225839011
"451",3,48,"Adolescent","Cocaine",2014,1,0.0126167045167802
"452",3,48,"Adolescent","Cocaine",2015,1,0.0126167045167802
"453",3,49,"Adolescent","All",2009,52,0.656068634872571
"454",3,49,"Adolescent","All",2010,90,1.13550340651022
"455",3,49,"Adolescent","All",2011,85,1.07241988392632
"456",3,49,"Adolescent","All",2012,91,1.148120111027
"457",3,49,"Adolescent","All",2013,54,0.681302043906132
"458",3,49,"Adolescent","All",2014,65,0.820085793590714
"459",3,49,"Adolescent","All",2015,33,0.416351249053747
"460",3,49,"Adolescent","Cocaine",2009,59,0.744385566490033
"461",3,49,"Adolescent","Cocaine",2010,87,1.09765329295988
"462",3,49,"Adolescent","Cocaine",2011,82,1.03456977037598
"463",3,49,"Adolescent","Cocaine",2012,69,0.870552611657835
"464",3,49,"Adolescent","Cocaine",2013,26,0.328034317436286
"465",3,49,"Adolescent","Cocaine",2014,35,0.441584658087308
"466",3,49,"Adolescent","Cocaine",2015,18,0.227100681302044
"467",4,6,"Adolescent","Cocaine",2009,1,0.0126167045167802
"468",4,7,"Adolescent","All",2013,1,0.0126167045167802
"469",4,52,"Adolescent","All",2009,10,0.126167045167802
"470",4,52,"Adolescent","All",2010,20,0.252334090335604
"471",4,52,"Adolescent","All",2011,16,0.201867272268483
"472",4,52,"Adolescent","All",2012,19,0.239717385818824
"473",4,52,"Adolescent","All",2013,13,0.164017158718143
"474",4,52,"Adolescent","All",2014,21,0.264950794852385
"475",4,52,"Adolescent","All",2015,10,0.126167045167802
"476",4,52,"Adolescent","Cocaine",2009,6,0.0757002271006813
"477",4,52,"Adolescent","Cocaine",2010,5,0.0630835225839011
"478",4,52,"Adolescent","Cocaine",2011,12,0.151400454201363
"479",4,52,"Adolescent","Cocaine",2012,7,0.0883169316174615
"480",4,52,"Adolescent","Cocaine",2013,5,0.0630835225839011
"481",4,52,"Adolescent","Cocaine",2014,4,0.0504668180671209
"482",4,52,"Adolescent","Cocaine",2015,3,0.0378501135503407
"483",4,53,"Adolescent","All",2009,4,0.0504668180671209
"484",4,53,"Adolescent","All",2010,8,0.100933636134242
"485",4,53,"Adolescent","All",2011,17,0.214483976785264
"486",4,53,"Adolescent","All",2012,11,0.138783749684582
"487",4,53,"Adolescent","All",2013,11,0.138783749684582
"488",4,53,"Adolescent","All",2014,17,0.214483976785264
"489",4,53,"Adolescent","All",2015,7,0.0883169316174615
"490",4,53,"Adolescent","Cocaine",2009,4,0.0504668180671209
"491",4,53,"Adolescent","Cocaine",2010,7,0.0883169316174615
"492",4,53,"Adolescent","Cocaine",2011,9,0.113550340651022
"493",4,53,"Adolescent","Cocaine",2012,13,0.164017158718143
"494",4,53,"Adolescent","Cocaine",2013,10,0.126167045167802
"495",4,53,"Adolescent","Cocaine",2014,9,0.113550340651022
"496",4,53,"Adolescent","Cocaine",2015,3,0.0378501135503407
"497",4,54,"Adolescent","All",2009,2,0.0252334090335604
"498",4,54,"Adolescent","All",2010,2,0.0252334090335604
"499",4,54,"Adolescent","All",2011,10,0.126167045167802
"500",4,54,"Adolescent","All",2012,8,0.100933636134242
"501",4,54,"Adolescent","All",2013,17,0.214483976785264
"502",4,54,"Adolescent","All",2014,11,0.138783749684582
"503",4,54,"Adolescent","All",2015,5,0.0630835225839011
"504",4,54,"Adolescent","Cocaine",2011,2,0.0252334090335604
"505",4,54,"Adolescent","Cocaine",2012,1,0.0126167045167802
"506",4,54,"Adolescent","Cocaine",2013,1,0.0126167045167802
"507",4,54,"Adolescent","Cocaine",2014,1,0.0126167045167802
"508",4,54,"Adolescent","Cocaine",2015,2,0.0252334090335604
"509",4,55,"Adolescent","All",2009,2,0.0252334090335604
"510",4,55,"Adolescent","All",2010,5,0.0630835225839011
"511",4,55,"Adolescent","All",2011,6,0.0757002271006813
"512",4,55,"Adolescent","All",2012,6,0.0757002271006813
"513",4,55,"Adolescent","All",2013,12,0.151400454201363
"514",4,55,"Adolescent","Cocaine",2010,4,0.0504668180671209
"515",4,55,"Adolescent","Cocaine",2011,2,0.0252334090335604
"516",4,55,"Adolescent","Cocaine",2012,2,0.0252334090335604
"517",4,55,"Adolescent","Cocaine",2013,1,0.0126167045167802
"518",4,56,"Adolescent","All",2009,3,0.0378501135503407
"519",4,56,"Adolescent","All",2010,4,0.0504668180671209
"520",4,56,"Adolescent","All",2011,9,0.113550340651022
"521",4,56,"Adolescent","All",2012,9,0.113550340651022
"522",4,56,"Adolescent","All",2013,15,0.189250567751703
"523",4,56,"Adolescent","All",2014,15,0.189250567751703
"524",4,56,"Adolescent","All",2015,4,0.0504668180671209
"525",4,56,"Adolescent","Cocaine",2009,1,0.0126167045167802
"526",4,56,"Adolescent","Cocaine",2010,2,0.0252334090335604
"527",4,56,"Adolescent","Cocaine",2011,3,0.0378501135503407
"528",4,56,"Adolescent","Cocaine",2012,1,0.0126167045167802
"529",4,56,"Adolescent","Cocaine",2013,1,0.0126167045167802
"530",4,56,"Adolescent","Cocaine",2015,2,0.0252334090335604
"531",4,57,"Adolescent","All",2009,13,0.164017158718143
"532",4,57,"Adolescent","All",2010,16,0.201867272268483
"533",4,57,"Adolescent","All",2011,17,0.214483976785264
"534",4,57,"Adolescent","All",2012,20,0.252334090335604
"535",4,57,"Adolescent","All",2013,10,0.126167045167802
"536",4,57,"Adolescent","All",2014,11,0.138783749684582
"537",4,57,"Adolescent","All",2015,2,0.0252334090335604
"538",4,57,"Adolescent","Cocaine",2009,15,0.189250567751703
"539",4,57,"Adolescent","Cocaine",2010,18,0.227100681302044
"540",4,57,"Adolescent","Cocaine",2011,22,0.277567499369165
"541",4,57,"Adolescent","Cocaine",2012,17,0.214483976785264
"542",4,57,"Adolescent","Cocaine",2013,5,0.0630835225839011
"543",4,57,"Adolescent","Cocaine",2014,4,0.0504668180671209
"544",4,57,"Adolescent","Cocaine",2015,2,0.0252334090335604
"545",4,58,"Adolescent","All",2009,7,0.0883169316174615
"546",4,58,"Adolescent","All",2010,11,0.138783749684582
"547",4,58,"Adolescent","All",2011,8,0.100933636134242
"548",4,58,"Adolescent","All",2012,9,0.113550340651022
"549",4,58,"Adolescent","All",2013,8,0.100933636134242
"550",4,58,"Adolescent","All",2014,8,0.100933636134242
"551",4,58,"Adolescent","All",2015,5,0.0630835225839011
"552",4,58,"Adolescent","Cocaine",2010,2,0.0252334090335604
"553",4,58,"Adolescent","Cocaine",2011,6,0.0757002271006813
"554",4,58,"Adolescent","Cocaine",2012,1,0.0126167045167802
"555",4,58,"Adolescent","Cocaine",2014,1,0.0126167045167802
"556",4,58,"Adolescent","Cocaine",2015,2,0.0252334090335604
"557",4,59,"Adolescent","All",2010,2,0.0252334090335604
"558",4,59,"Adolescent","All",2011,1,0.0126167045167802
"559",4,59,"Adolescent","All",2012,2,0.0252334090335604
"560",4,59,"Adolescent","All",2013,3,0.0378501135503407
"561",4,59,"Adolescent","All",2014,1,0.0126167045167802
"562",4,59,"Adolescent","Cocaine",2009,1,0.0126167045167802
"563",4,59,"Adolescent","Cocaine",2010,1,0.0126167045167802
"564",4,61,"Adolescent","All",2009,1,0.0126167045167802
"565",4,61,"Adolescent","All",2011,3,0.0378501135503407
"566",4,61,"Adolescent","All",2013,1,0.0126167045167802
"567",4,61,"Adolescent","All",2015,1,0.0126167045167802
"568",4,61,"Adolescent","Cocaine",2010,1,0.0126167045167802
"569",4,62,"Adolescent","All",2009,90,1.13550340651022
"570",4,62,"Adolescent","All",2010,229,2.88922533434267
"571",4,62,"Adolescent","All",2011,161,2.03128942720162
"572",4,62,"Adolescent","All",2012,158,1.99343931365127
"573",4,62,"Adolescent","All",2013,148,1.86727226848347
"574",4,62,"Adolescent","All",2014,104,1.31213726974514
"575",4,62,"Adolescent","All",2015,35,0.441584658087308
"576",4,62,"Adolescent","Cocaine",2009,28,0.353267726469846
"577",4,62,"Adolescent","Cocaine",2010,32,0.403734544536967
"578",4,62,"Adolescent","Cocaine",2011,47,0.59298511228867
"579",4,62,"Adolescent","Cocaine",2012,46,0.58036840777189
"580",4,62,"Adolescent","Cocaine",2013,32,0.403734544536967
"581",4,62,"Adolescent","Cocaine",2014,34,0.428967953570527
"582",4,62,"Adolescent","Cocaine",2015,13,0.164017158718143
"583",4,63,"Adolescent","All",2010,1,0.0126167045167802
"584",4,63,"Adolescent","All",2014,2,0.0252334090335604
"585",4,64,"Adolescent","All",2009,13,0.164017158718143
"586",4,64,"Adolescent","All",2010,18,0.227100681302044
"587",4,64,"Adolescent","All",2011,17,0.214483976785264
"588",4,64,"Adolescent","All",2012,26,0.328034317436286
"589",4,64,"Adolescent","All",2013,30,0.378501135503407
"590",4,64,"Adolescent","All",2014,23,0.290184203885945
"591",4,64,"Adolescent","All",2015,19,0.239717385818824
"592",4,64,"Adolescent","Cocaine",2009,2,0.0252334090335604
"593",4,64,"Adolescent","Cocaine",2010,4,0.0504668180671209
"594",4,64,"Adolescent","Cocaine",2011,8,0.100933636134242
"595",4,64,"Adolescent","Cocaine",2012,4,0.0504668180671209
"596",4,64,"Adolescent","Cocaine",2013,1,0.0126167045167802
"597",4,64,"Adolescent","Cocaine",2014,1,0.0126167045167802
"598",4,64,"Adolescent","Cocaine",2015,3,0.0378501135503407
"599",4,65,"Adolescent","All",2009,14,0.176633863234923
"600",4,65,"Adolescent","All",2010,29,0.365884430986626
"601",4,65,"Adolescent","All",2011,48,0.60560181680545
"602",4,65,"Adolescent","All",2012,47,0.59298511228867
"603",4,65,"Adolescent","All",2013,58,0.731768861973253
"604",4,65,"Adolescent","All",2014,34,0.428967953570527
"605",4,65,"Adolescent","All",2015,24,0.302800908402725
"606",4,65,"Adolescent","Cocaine",2009,3,0.0378501135503407
"607",4,65,"Adolescent","Cocaine",2010,3,0.0378501135503407
"608",4,65,"Adolescent","Cocaine",2011,9,0.113550340651022
"609",4,65,"Adolescent","Cocaine",2012,7,0.0883169316174615
"610",4,65,"Adolescent","Cocaine",2013,7,0.0883169316174615
"611",4,65,"Adolescent","Cocaine",2014,12,0.151400454201363
"612",4,65,"Adolescent","Cocaine",2015,8,0.100933636134242
"613",5,1,"Adolescent","All",2009,5,0.0630835225839011
"614",5,1,"Adolescent","All",2010,2,0.0252334090335604
"615",5,1,"Adolescent","All",2011,2,0.0252334090335604
"616",5,1,"Adolescent","All",2012,3,0.0378501135503407
"617",5,1,"Adolescent","All",2013,7,0.0883169316174615
"618",5,1,"Adolescent","All",2014,4,0.0504668180671209
"619",5,1,"Adolescent","Cocaine",2009,1,0.0126167045167802
"620",5,1,"Adolescent","Cocaine",2010,4,0.0504668180671209
"621",5,1,"Adolescent","Cocaine",2011,4,0.0504668180671209
"622",5,1,"Adolescent","Cocaine",2012,5,0.0630835225839011
"623",5,1,"Adolescent","Cocaine",2013,2,0.0252334090335604
"624",5,1,"Adolescent","Cocaine",2014,5,0.0630835225839011
"625",5,1,"Adolescent","Cocaine",2015,1,0.0126167045167802
"626",5,4,"Adolescent","All",2010,1,0.0126167045167802
"627",5,4,"Adolescent","All",2011,1,0.0126167045167802
"628",5,4,"Adolescent","All",2012,1,0.0126167045167802
"629",5,4,"Adolescent","All",2013,1,0.0126167045167802
"630",5,4,"Adolescent","All",2014,3,0.0378501135503407
"631",5,4,"Adolescent","Cocaine",2011,1,0.0126167045167802
"632",5,4,"Adolescent","Cocaine",2015,1,0.0126167045167802
"633",5,5,"Adolescent","Cocaine",2010,1,0.0126167045167802
"634",5,6,"Adolescent","Cocaine",2010,1,0.0126167045167802
"635",5,11,"Adolescent","All",2010,1,0.0126167045167802
"636",5,11,"Adolescent","Cocaine",2010,2,0.0252334090335604
"637",5,11,"Adolescent","Cocaine",2011,1,0.0126167045167802
"638",5,12,"Adolescent","All",2010,3,0.0378501135503407
"639",5,12,"Adolescent","All",2011,1,0.0126167045167802
"640",5,12,"Adolescent","Cocaine",2009,1,0.0126167045167802
"641",5,12,"Adolescent","Cocaine",2011,1,0.0126167045167802
"642",5,12,"Adolescent","Cocaine",2012,1,0.0126167045167802
"643",5,12,"Adolescent","Cocaine",2013,1,0.0126167045167802
"644",5,13,"Adolescent","All",2009,1,0.0126167045167802
"645",5,13,"Adolescent","All",2011,1,0.0126167045167802
"646",5,13,"Adolescent","All",2012,1,0.0126167045167802
"647",5,13,"Adolescent","Cocaine",2009,1,0.0126167045167802
"648",5,13,"Adolescent","Cocaine",2010,1,0.0126167045167802
"649",5,13,"Adolescent","Cocaine",2011,1,0.0126167045167802
"650",5,13,"Adolescent","Cocaine",2012,1,0.0126167045167802
"651",5,16,"Adolescent","All",2009,1,0.0126167045167802
"652",5,16,"Adolescent","All",2010,1,0.0126167045167802
"653",5,16,"Adolescent","All",2011,1,0.0126167045167802
"654",5,16,"Adolescent","All",2012,1,0.0126167045167802
"655",5,16,"Adolescent","All",2014,2,0.0252334090335604
"656",5,16,"Adolescent","Cocaine",2010,3,0.0378501135503407
"657",5,16,"Adolescent","Cocaine",2012,1,0.0126167045167802
"658",5,16,"Adolescent","Cocaine",2013,2,0.0252334090335604
"659",5,17,"Adolescent","All",2009,3,0.0378501135503407
"660",5,17,"Adolescent","All",2010,7,0.0883169316174615
"661",5,17,"Adolescent","All",2011,5,0.0630835225839011
"662",5,17,"Adolescent","All",2012,3,0.0378501135503407
"663",5,17,"Adolescent","All",2013,2,0.0252334090335604
"664",5,17,"Adolescent","All",2014,2,0.0252334090335604
"665",5,17,"Adolescent","Cocaine",2009,1,0.0126167045167802
"666",5,17,"Adolescent","Cocaine",2010,3,0.0378501135503407
"667",5,17,"Adolescent","Cocaine",2012,3,0.0378501135503407
"668",5,17,"Adolescent","Cocaine",2013,1,0.0126167045167802
"669",5,17,"Adolescent","Cocaine",2014,2,0.0252334090335604
"670",5,18,"Adolescent","All",2010,2,0.0252334090335604
"671",5,18,"Adolescent","All",2013,2,0.0252334090335604
"672",5,18,"Adolescent","All",2014,1,0.0126167045167802
"673",5,18,"Adolescent","Cocaine",2011,1,0.0126167045167802
"674",5,19,"Adolescent","All",2009,4,0.0504668180671209
"675",5,19,"Adolescent","All",2010,6,0.0757002271006813
"676",5,19,"Adolescent","All",2011,2,0.0252334090335604
"677",5,19,"Adolescent","All",2012,1,0.0126167045167802
"678",5,19,"Adolescent","All",2014,1,0.0126167045167802
"679",5,19,"Adolescent","Cocaine",2010,7,0.0883169316174615
"680",5,19,"Adolescent","Cocaine",2011,3,0.0378501135503407
"681",5,19,"Adolescent","Cocaine",2012,4,0.0504668180671209
"682",5,19,"Adolescent","Cocaine",2013,4,0.0504668180671209
"683",5,20,"Adolescent","All",2010,1,0.0126167045167802
"684",5,20,"Adolescent","All",2011,2,0.0252334090335604
"685",5,20,"Adolescent","Cocaine",2010,1,0.0126167045167802
"686",5,20,"Adolescent","Cocaine",2011,2,0.0252334090335604
"687",5,20,"Adolescent","Cocaine",2012,1,0.0126167045167802
"688",5,22,"Adolescent","All",2011,1,0.0126167045167802
"689",5,22,"Adolescent","All",2013,1,0.0126167045167802
"690",5,22,"Adolescent","All",2015,1,0.0126167045167802
"691",5,23,"Adolescent","All",2014,1,0.0126167045167802
"692",5,24,"Adolescent","All",2010,3,0.0378501135503407
"693",5,24,"Adolescent","All",2011,1,0.0126167045167802
"694",5,24,"Adolescent","All",2013,3,0.0378501135503407
"695",5,25,"Adolescent","All",2010,2,0.0252334090335604
"696",5,25,"Adolescent","All",2011,1,0.0126167045167802
"697",5,25,"Adolescent","All",2012,1,0.0126167045167802
"698",5,25,"Adolescent","All",2014,1,0.0126167045167802
"699",5,25,"Adolescent","All",2015,2,0.0252334090335604
"700",5,28,"Adolescent","All",2010,1,0.0126167045167802
"701",5,33,"Adolescent","All",2010,1,0.0126167045167802
"702",5,33,"Adolescent","All",2012,1,0.0126167045167802
"703",5,33,"Adolescent","Cocaine",2010,2,0.0252334090335604
"704",5,34,"Adolescent","Cocaine",2009,1,0.0126167045167802
"705",5,34,"Adolescent","Cocaine",2011,2,0.0252334090335604
"706",5,34,"Adolescent","Cocaine",2012,1,0.0126167045167802
"707",5,35,"Adolescent","All",2011,1,0.0126167045167802
"708",5,35,"Adolescent","All",2013,2,0.0252334090335604
"709",5,35,"Adolescent","Cocaine",2010,1,0.0126167045167802
"710",5,36,"Adolescent","Cocaine",2010,2,0.0252334090335604
"711",5,36,"Adolescent","Cocaine",2011,2,0.0252334090335604
"712",5,36,"Adolescent","Cocaine",2012,2,0.0252334090335604
"713",5,37,"Adolescent","All",2011,1,0.0126167045167802
"714",5,37,"Adolescent","All",2015,1,0.0126167045167802
"715",5,37,"Adolescent","Cocaine",2010,1,0.0126167045167802
"716",5,37,"Adolescent","Cocaine",2012,2,0.0252334090335604
"717",5,38,"Adolescent","All",2010,5,0.0630835225839011
"718",5,38,"Adolescent","All",2011,4,0.0504668180671209
"719",5,38,"Adolescent","All",2013,3,0.0378501135503407
"720",5,38,"Adolescent","All",2014,2,0.0252334090335604
"721",5,38,"Adolescent","Cocaine",2009,1,0.0126167045167802
"722",5,38,"Adolescent","Cocaine",2010,7,0.0883169316174615
"723",5,38,"Adolescent","Cocaine",2011,10,0.126167045167802
"724",5,38,"Adolescent","Cocaine",2012,4,0.0504668180671209
"725",5,38,"Adolescent","Cocaine",2013,5,0.0630835225839011
"726",5,38,"Adolescent","Cocaine",2014,4,0.0504668180671209
"727",5,39,"Adolescent","All",2011,2,0.0252334090335604
"728",5,39,"Adolescent","Cocaine",2010,1,0.0126167045167802
"729",5,41,"Adolescent","Cocaine",2011,1,0.0126167045167802
"730",5,42,"Adolescent","All",2010,1,0.0126167045167802
"731",5,42,"Adolescent","All",2011,2,0.0252334090335604
"732",5,42,"Adolescent","Cocaine",2010,1,0.0126167045167802
"733",5,42,"Adolescent","Cocaine",2011,1,0.0126167045167802
"734",5,43,"Adolescent","All",2013,2,0.0252334090335604
"735",5,43,"Adolescent","Cocaine",2012,1,0.0126167045167802
"736",5,44,"Adolescent","All",2011,1,0.0126167045167802
"737",5,44,"Adolescent","Cocaine",2014,1,0.0126167045167802
"738",5,46,"Adolescent","All",2010,1,0.0126167045167802
"739",5,46,"Adolescent","All",2013,1,0.0126167045167802
"740",5,49,"Adolescent","All",2011,2,0.0252334090335604
"741",5,49,"Adolescent","All",2012,2,0.0252334090335604
"742",5,49,"Adolescent","All",2013,1,0.0126167045167802
"743",5,49,"Adolescent","All",2014,1,0.0126167045167802
"744",5,49,"Adolescent","Cocaine",2010,1,0.0126167045167802
"745",5,49,"Adolescent","Cocaine",2011,4,0.0504668180671209
"746",5,49,"Adolescent","Cocaine",2013,1,0.0126167045167802
"747",5,52,"Adolescent","All",2010,2,0.0252334090335604
"748",5,52,"Adolescent","All",2011,2,0.0252334090335604
"749",5,52,"Adolescent","All",2012,1,0.0126167045167802
"750",5,52,"Adolescent","All",2013,2,0.0252334090335604
"751",5,52,"Adolescent","All",2014,1,0.0126167045167802
"752",5,52,"Adolescent","Cocaine",2014,1,0.0126167045167802
"753",5,53,"Adolescent","Cocaine",2011,1,0.0126167045167802
"754",5,57,"Adolescent","All",2010,1,0.0126167045167802
"755",5,57,"Adolescent","All",2011,1,0.0126167045167802
"756",5,57,"Adolescent","Cocaine",2011,1,0.0126167045167802
"757",5,58,"Adolescent","All",2011,1,0.0126167045167802
"758",5,58,"Adolescent","All",2012,1,0.0126167045167802
"759",5,58,"Adolescent","All",2013,1,0.0126167045167802
"760",5,58,"Adolescent","Cocaine",2013,1,0.0126167045167802
"761",5,62,"Adolescent","All",2009,2,0.0252334090335604
"762",5,62,"Adolescent","All",2010,3,0.0378501135503407
"763",5,62,"Adolescent","All",2011,2,0.0252334090335604
"764",5,62,"Adolescent","All",2012,2,0.0252334090335604
"765",5,62,"Adolescent","All",2013,1,0.0126167045167802
"766",5,62,"Adolescent","All",2014,1,0.0126167045167802
"767",5,64,"Adolescent","All",2010,1,0.0126167045167802
"768",5,64,"Adolescent","All",2015,1,0.0126167045167802
"769",5,65,"Adolescent","All",2011,2,0.0252334090335604
"770",5,65,"Adolescent","All",2012,2,0.0252334090335604
"771",5,65,"Adolescent","All",2013,1,0.0126167045167802
"772",5,65,"Adolescent","Cocaine",2011,1,0.0126167045167802
"773",5,65,"Adolescent","Cocaine",2012,1,0.0126167045167802
